#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Escherichia coli TW10245	1017023	PRJNA66439	66439	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Escherichia coli G5101	1005556	PRJNA66441	66441	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	JCVI
Escherichia coli 902034 (7b)	1017024	PRJNA66443	66443	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Escherichia coli C240-52 (9c)	1017025	PRJNA66445	66445	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Escherichia coli RDEC-1 (10f)	1017026	PRJNA66447	66447	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Escherichia coli C309-64 (10g)	1017027	PRJNA66449	66449	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Escherichia coli C186-61 (10h)	1017028	PRJNA66451	66451	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Escherichia coli 87-1713 (10i)	1017029	PRJNA66453	66453	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Escherichia coli 88817 (10j)	1017030	PRJNA66455	66455	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JCVI
Escherichia coli O157:H7 str. 121	1046240	PRJNA67789	67789	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	TIGR
Escherichia coli O104:H4 str. C237-11	1048259	PRJNA68157	68157	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Escherichia coli O104:H4 str. 11-3798	1048335	PRJNA68217	68217	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Escherichia coli O26 str. RM8426	1055533	PRJNA69927	69927	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA-ARS-WRRC-PSM
Escherichia coli O111 str. RM9322	1055542	PRJNA69929	69929	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA-ARS-WRRC-PSM
Escherichia coli O103 str. RM8385	1055540	PRJNA69931	69931	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA-ARS-WRRC-PSM
Escherichia coli O121 str. RM8352	1055543	PRJNA69933	69933	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA-ARS-WRRC-PSM
Escherichia coli O26 str. RM10386	1055534	PRJNA69935	69935	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA-ARS-WRRC-PSM
Escherichia coli O103 str. RM10042	1055541	PRJNA69937	69937	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA-ARS-WRRC-PSM
Escherichia coli O145 str. RM9872	1055544	PRJNA69939	69939	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA-ARS-WRRC-PSM
Escherichia coli O91 str. RM7190	1055545	PRJNA69941	69941	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA-ARS-WRRC-PSM
Escherichia coli O104:H4 str. Ec11-5538	1068622	PRJNA70749	70749	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Escherichia coli O104:H4 str. Ec11-5537	1068624	PRJNA70751	70751	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Escherichia coli O104:H4 str. Ec11-5536	1068623	PRJNA70753	70753	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Escherichia coli	562	PRJNA71151	71151	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Escherichia coli 08BKT055439	1081888	PRJNA72905	72905	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 09BKT076207	1081889	PRJNA72907	72907	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli Bd5610_99	1081890	PRJNA72909	72909	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli T1282_01	1081891	PRJNA72911	72911	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli T234_00	1081892	PRJNA72913	72913	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli T924_01	1081893	PRJNA72915	72915	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 09BKT024447	1081894	PRJNA72917	72917	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 08BKT77219	1081895	PRJNA72919	72919	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli T1840_97	1081896	PRJNA72921	72921	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli O104:H4 str. E83/11	1090931	PRJNA73639	73639	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Uppsala University
Escherichia coli O104:H4 str. E84/11	1090932	PRJNA73641	73641	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Uppsala University
Escherichia coli O104:H4 str. E90/11	1090933	PRJNA73643	73643	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Uppsala University
Escherichia coli O104:H4 str. E94/11	1090934	PRJNA73645	73645	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Uppsala University
Escherichia coli O104:H4 str. E103/11	1090935	PRJNA73647	73647	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Uppsala University
Escherichia coli O104:H4 str. E101/11	1090936	PRJNA73649	73649	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Uppsala University
Escherichia coli O104:H4 str. E107/11	1090937	PRJNA73651	73651	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Uppsala University
Escherichia coli	562	PRJNA73767	73767	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Escherichia coli HUSEC2001	1094509	PRJEA73955	73955	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Justus-Liebig-University Giessen
Escherichia coli P4-96	1097579	PRJNA74269	74269	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Cornell University
Escherichia coli O11 str. Bi632-42	1095713	PRJNA74447	74447	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Escherichia coli O18 str. F10018-41	1095714	PRJNA74449	74449	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Escherichia coli O19 str. F8188-41	1095718	PRJNA74451	74451	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Escherichia coli O23 str. P7a	1095719	PRJNA74453	74453	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Escherichia coli O25 str. E39a	1095720	PRJNA74455	74455	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Escherichia coli O27 str. E47a	1095721	PRJNA74457	74457	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute
Escherichia coli O29 str. Su4338-41	1095722	PRJNA74459	74459	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	J. Craig Venter Institute
Escherichia coli O30 str. P2a	1095723	PRJNA74461	74461	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	J. Craig Venter Institute
Escherichia coli TW07509	1105330	PRJNA75283	75283	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli HUSEC2011	1109442	PRJEA76335	76335	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Justus-Liebig-University Giessen
Escherichia coli P0304777.2	1116164	PRJNA77565	77565	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	IGS
Escherichia coli P4-NR	1117111	PRJNA77697	77697	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Cornell University
Escherichia coli C1214_90	1124984	PRJNA78531	78531	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli C1244_91	1124985	PRJNA78533	78533	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli C12_92	1124986	PRJNA78535	78535	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli C154_11	1124987	PRJNA78537	78537	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli C155_11	1124988	PRJNA78539	78539	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli C157_11	1124989	PRJNA78541	78541	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli C161_11	1127123	PRJNA79019	79019	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli C170_11	1127124	PRJNA79021	79021	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli 8624	1127125	PRJNA79023	79023	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli C213_10	1127126	PRJNA79025	79025	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli C2139_99	1126888	PRJNA79235	79235	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C238_91	1126889	PRJNA79237	79237	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C260_92	1126890	PRJNA79239	79239	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C262_10	1126891	PRJNA79241	79241	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C283_09	1126892	PRJNA79243	79243	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C295_10	1126893	PRJNA79245	79245	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C33_11	1126894	PRJNA79247	79247	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C341_10	1126895	PRJNA79249	79249	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C343_08	1126896	PRJNA79251	79251	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C347_93	1126897	PRJNA79253	79253	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C353_09	1126898	PRJNA79255	79255	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C354_03B	1126899	PRJNA79257	79257	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C40_11	1126900	PRJNA79259	79259	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C418_89	1126901	PRJNA79261	79261	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C458_10	1126902	PRJNA79263	79263	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C488_07	1126903	PRJNA79265	79265	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C496_10	1126904	PRJNA79267	79267	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C497_10	1126905	PRJNA79269	79269	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C527_94	1126906	PRJNA79271	79271	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C581_05	1126907	PRJNA79273	79273	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C58_11	1126908	PRJNA79275	79275	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C586_05	1126909	PRJNA79277	79277	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C595_09	1126910	PRJNA79279	79279	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C639_08	1126911	PRJNA79281	79281	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C652_10	1126912	PRJNA79283	79283	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C654_09	1126913	PRJNA79285	79285	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C666_01	1126914	PRJNA79287	79287	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C717_10	1126915	PRJNA79289	79289	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C725_88	1126916	PRJNA79291	79291	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C732_98	1126917	PRJNA79293	79293	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C743_03	1126918	PRJNA79295	79295	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C751_03	1126919	PRJNA79297	79297	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C77_08	1126920	PRJNA79299	79299	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C78_09C	1126921	PRJNA79301	79301	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C79_08	1126922	PRJNA79303	79303	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C792_92	1126923	PRJNA79305	79305	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C796_10	1126924	PRJNA79307	79307	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C799_92	1126925	PRJNA79309	79309	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C80_08	1126926	PRJNA79311	79311	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C807_09	1126927	PRJNA79313	79313	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C82_11	1126928	PRJNA79315	79315	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C824_10	1126929	PRJNA79317	79317	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C838_10	1126930	PRJNA79319	79319	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C842_97	1126931	PRJNA79321	79321	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C844_97	1126932	PRJNA79323	79323	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C87_11	1126933	PRJNA79325	79325	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C887_10	1126934	PRJNA79327	79327	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C900_01	1126935	PRJNA79329	79329	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C93_11	1126936	PRJNA79331	79331	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C9_92	1126937	PRJNA79333	79333	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli C166_11	1136137	PRJNA80973	80973	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli OK1114	1134453	PRJNA81127	81127	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Maryland School of Medicine
Escherichia coli str. K-12 substr. MG1655	511145	PRJNA82683	82683	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	National Center for Biological Sciences
Escherichia coli TW10470	1147163	PRJNA83189	83189	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10481	1147164	PRJNA83191	83191	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10483	1147165	PRJNA83193	83193	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10484	1147166	PRJNA83195	83195	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10485	1147167	PRJNA83197	83197	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10491	1147168	PRJNA83199	83199	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10503	1147169	PRJNA83201	83201	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10512	1147170	PRJNA83203	83203	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10518	1147171	PRJNA83205	83205	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10519	1147172	PRJNA83207	83207	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10523	1147173	PRJNA83209	83209	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10526	1147174	PRJNA83211	83211	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10530	1147175	PRJNA83213	83213	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10537	1147176	PRJNA83215	83215	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10545	1147177	PRJNA83217	83217	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10547	1147178	PRJNA83219	83219	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10564	1147179	PRJNA83221	83221	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10568	1147180	PRJNA83223	83223	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10595	1147181	PRJNA83225	83225	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10619	1147182	PRJNA83227	83227	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10664	1147183	PRJNA83229	83229	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10738	1147184	PRJNA83231	83231	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10742	1147185	PRJNA83233	83233	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10747	1147186	PRJNA83235	83235	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10785	1147187	PRJNA83237	83237	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10818	1147188	PRJNA83239	83239	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10880	1147189	PRJNA83241	83241	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10894	1147190	PRJNA83243	83243	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW10899	1147191	PRJNA83245	83245	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11606	1147192	PRJNA83247	83247	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11638	1147193	PRJNA83249	83249	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11651	1147194	PRJNA83251	83251	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11666	1147195	PRJNA83253	83253	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11685	1147196	PRJNA83255	83255	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11690	1147197	PRJNA83257	83257	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11694	1147198	PRJNA83259	83259	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11699	1147199	PRJNA83261	83261	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11704	1147200	PRJNA83263	83263	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11728	1147201	PRJNA83265	83265	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11737	1147202	PRJNA83267	83267	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11741	1147203	PRJNA83269	83269	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11756	1147204	PRJNA83271	83271	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11767	1147205	PRJNA83273	83273	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11786	1147206	PRJNA83275	83275	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11816	1147207	PRJNA83277	83277	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11833	1147208	PRJNA83279	83279	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11839	1147209	PRJNA83281	83281	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11890	1147210	PRJNA83283	83283	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
Escherichia coli TW11906	1147211	PRJNA83285	83285	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	IGS
